year,agegrp,sex,dimd,population_size,clbr,population_size_calibrated
2017,55-59,men,5,173789,1719456,174332.767807958
2017,55-59,men,6,179823,1719456,180385.647569929
2017,55-59,men,7,182139,1719456,182708.894094411
2017,55-59,men,8,183004,1719456,183576.600589954
2017,55-59,men,9,185892,1719456,186473.636843281
2017,55-59,men,10 least deprived,187554,1719456,188140.837069399
2017,60-64,men,1 most deprived,123268,1462884,122870.865241537
2017,60-64,men,2,124409,1462884,124008.189261076
2017,60-64,men,3,130799,1462884,130377.60248181
2017,60-64,men,4,141315,1462884,140859.722893271
2017,60-64,men,5,149355,1462884,148873.820278983
2017,60-64,men,6,156075,1462884,155572.170332713
2017,60-64,men,7,159413,1462884,158899.416237378
2017,60-64,men,8,158183,1462884,157673.378950758
2017,60-64,men,9,159655,1462884,159140.636581575
2017,60-64,men,10 least deprived,160412,1462884,159895.197740901
2017,65-69,men,1 most deprived,108515,1399101,107816.257282355
2017,65-69,men,2,109133,1399101,108430.277897021
2017,65-69,men,3,118649,1399101,117885.003089841
2017,65-69,men,4,132829,1399101,131973.696157747
2017,65-69,men,5,145772,1399101,144833.354435455
2017,65-69,men,6,153572,1399101,152583.129183669
2017,65-69,men,7,157520,1399101,156505.707479303
2017,65-69,men,8,157386,1399101,156372.570323372
2017,65-69,men,9,157974,1399101,156956.784112083
2017,65-69,men,10 least deprived,157751,1399101,156735.220039154
2017,70-74,men,1 most deprived,85961,1246982,85425.2353361957
2017,70-74,men,2,88653,1246982,88100.4570474955
2017,70-74,men,3,99507,1246982,98886.8078849574
2017,70-74,men,4,115419,1246982,114699.633988301
2017,70-74,men,5,129727,1246982,128918.457259207
2017,70-74,men,6,138857,1246982,137991.553182003
2017,70-74,men,7,145284,1246982,144378.495952628
2017,70-74,men,8,145980,1246982,145070.158029547
2017,70-74,men,9,148941,1246982,148012.703158506
2017,70-74,men,10 least deprived,148653,1246982,147726.49816116
2017,75-79,men,1 most deprived,60610,837015,60185.3755428517
2017,75-79,men,2,62956,837015,62514.9398230617
2017,75-79,men,3,68339,837015,67860.2273424013
2017,75-79,men,4,78300,837015,77751.4420888515
2017,75-79,men,5,86747,837015,86139.2636894201
2017,75-79,men,6,93272,837015,92618.5505301578
2017,75-79,men,7,95824,837015,95152.6716056463
2017,75-79,men,8,96593,837015,95916.284108409
2017,75-79,men,9,97269,837015,96587.548155051
2017,75-79,men,10 least deprived,97105,837015,96424.6971141497
2017,80-84,men,1 most deprived,41699,598704,41277.555264371
2017,80-84,men,2,43882,598704,43438.4920528341
2017,80-84,men,3,48590,598704,48098.9090936423
2017,80-84,men,4,54939,598704,54383.7408251824
2017,80-84,men,5,61530,598704,60908.12670368
2017,80-84,men,6,66141,598704,65472.5241070713
2017,80-84,men,7,68742,598704,68047.236240279
2017,80-84,men,8,68921,598704,68224.427117574
2017,80-84,men,9,71279,598704,70558.595210655
2017,80-84,men,10 least deprived,72981,598704,72243.393384711
2017,85-89,men,1 most deprived,22142,334311,21769.0490591096
2017,85-89,men,2,24097,334311,23691.1198255517
2017,85-89,men,3,26943,334311,26489.1829464182
2017,85-89,men,4,30679,334311,30162.2552653069
2017,85-89,men,5,34274,334311,33696.7025314752
2017,85-89,men,6,37317,334311,36688.4474635893
2017,85-89,men,7,38315,334311,37669.6375530569
2017,85-89,men,8,38699,334311,38047.1696115294
2017,85-89,men,9,39873,334311,39201.3952277969
2017,85-89,men,10 least deprived,41972,334311,41265.0405161661
2017,90-94,men,1 most deprived,7707,120512,7886.38574581784
2017,90-94,men,2,8866,120512,9072.36227097716
2017,90-94,men,3,9803,120512,10031.1715928704
2017,90-94,men,4,11162,120512,11421.8032561073
2017,90-94,men,5,12386,120512,12674.2927011418
2017,90-94,men,6,13395,120512,13706.777872743
2017,90-94,men,7,13780,120512,14100.7390135422
2017,90-94,men,8,13842,120512,14164.1821063463
2017,90-94,men,9,14509,120512,14846.7069918348
2017,90-94,men,10 least deprived,15062,120512,15412.5784486192
2017,95-99,men,1 most deprived,2081,32379,1690.75224682665
2017,95-99,men,2,2385,32379,1937.74344482535
2017,95-99,men,3,2723,32379,2212.3586583897
2017,95-99,men,4,3058,32379,2484.5364588159
2017,95-99,men,5,3365,32379,2733.96506995275
2017,95-99,men,6,3663,32379,2976.08144167516
2017,95-99,men,7,3624,32379,2944.39507087927
2017,95-99,men,8,3816,32379,3100.38951172056
2017,95-99,men,9,3769,32379,3062.20337255629
2017,95-99,men,10 least deprived,3895,32379,3164.57472435838
2017,<1,women,1 most deprived,38233,318427,37888.8841492713
2017,<1,women,2,39241,318427,38887.8116522782
2017,<1,women,3,39351,318427,38996.8215980429
2017,<1,women,4,36542,318427,36213.1039830165
2017,<1,women,5,33025,318427,32727.7587170686
2017,<1,women,6,31292,318427,31010.3565715219
2017,<1,women,7,27934,318427,27682.5802271792
2017,<1,women,8,27141,318427,26896.7176181668
2017,<1,women,9,24736,318427,24513.3638039488
2017,<1,women,10 least deprived,20932,318427,20743.6016795058
2017,01-04,women,1 most deprived,162560,1330973,158382.330881243
2017,01-04,women,2,162291,1330973,158120.243977902
2017,01-04,women,3,159927,1330973,155816.996990923
2017,01-04,women,4,149097,1330973,145265.319804384
2017,01-04,women,5,135695,1330973,132207.741073636
2017,01-04,women,6,129955,1330973,126615.254734694
2017,01-04,women,7,117114,1330973,114104.258728013
2017,01-04,women,8,114736,1330973,111787.371530452
2017,01-04,women,9,106415,1330973,103680.214940498
2017,01-04,women,10 least deprived,93183,1330973,90788.2673382556
2017,05-09,women,1 most deprived,221718,1706929,217510.89806313
2017,05-09,women,2,204846,1706929,200959.044482811
2017,05-09,women,3,188021,1706929,184453.29907688
2017,05-09,women,4,174072,1706929,170768.981533503
2017,05-09,women,5,161500,1706929,158435.535397196
2017,05-09,women,6,158471,1706929,155464.010711635
2017,05-09,women,7,149622,1706929,146782.920601853
2017,05-09,women,8,151073,1706929,148206.38785796
2017,05-09,women,9,148647,1706929,145826.421239548
2017,05-09,women,10 least deprived,148959,1706929,146132.501035485
2017,10-14,women,1 most deprived,189226,1543638,188745.714163554
2017,10-14,women,2,174463,1543638,174020.185017472
2017,10-14,women,3,159389,1543638,158984.445239104
2017,10-14,women,4,148436,1543638,148059.24570398
2017,10-14,women,5,142890,1543638,142527.322338528
2017,10-14,women,6,143019,1543638,142655.994915906
2017,10-14,women,7,140171,1543638,139815.223595169
2017,10-14,women,8,143618,1543638,143253.474558154
2017,10-14,women,9,146686,1543638,146313.687483724
2017,10-14,women,10 least deprived,155740,1543638,155344.70698441
2017,15-19,women,1 most deprived,185572,1519069,186294.7084168
2017,15-19,women,2,169582,1519069,170242.435511488
2017,15-19,women,3,153641,1519069,154239.353436217
2017,15-19,women,4,143653,1519069,144212.455263717
2017,15-19,women,5,140844,1519069,141392.515639513
2017,15-19,women,6,140536,1519069,141083.316136397
2017,15-19,women,7,139827,1519069,140371.554942534
2017,15-19,women,8,142446,1519069,143000.754613517
2017,15-19,women,9,147247,1519069,147820.452063073
2017,15-19,women,10 least deprived,155721,1519069,156327.453976745
2017,20-24,women,1 most deprived,222039,1715720,231570.634781899
2017,20-24,women,2,211185,1715720,220250.696978528
2017,20-24,women,3,197723,1715720,206210.803601986
2017,20-24,women,4,182725,1715720,190568.973200755
2017,20-24,women,5,165286,1715720,172381.356160679
2017,20-24,women,6,152364,1715720,158904.64376938
2017,20-24,women,7,149439,1715720,155854.080099317
2017,20-24,women,8,147542,1715720,153875.646156716
2017,20-24,women,9,148127,1715720,154485.758890728
2017,20-24,women,10 least deprived,139290,1715720,145269.406360012
2017,25-29,women,1 most deprived,222136,1893180,227677.373177405
2017,25-29,women,2,244876,1893180,250984.64199495
2017,25-29,women,3,245789,1893180,251920.41756357
2017,25-29,women,4,226980,1893180,232642.210914969
2017,25-29,women,5,196551,1893180,201454.133393021
2017,25-29,women,6,175668,1893180,180050.189034323
2017,25-29,women,7,162221,1893180,166267.74207788
2017,25-29,women,8,155088,1893180,158956.803270687
2017,25-29,women,9,141488,1893180,145017.539597925
2017,25-29,women,10 least deprived,122383,1893180,125435.948975269
2017,30-34,women,1 most deprived,222439,1882514,229645.379199305
2017,30-34,women,2,239617,1882514,247379.896635032
2017,30-34,women,3,239605,1882514,247367.507869795
2017,30-34,women,4,220395,1882514,227535.159520726
2017,30-34,women,5,196312,1882514,202671.940088626
2017,30-34,women,6,183866,1882514,189822.725744404
2017,30-34,women,7,163963,1882514,169274.926202939
2017,30-34,women,8,158491,1882514,163625.649255198
2017,30-34,women,9,141628,1882514,146216.336906923
2017,30-34,women,10 least deprived,116198,1882514,119962.478577052
2017,35-39,women,1 most deprived,192507,1830162,196675.512082537
2017,35-39,women,2,207165,1830162,211650.91378796
2017,35-39,women,3,209612,1830162,214150.90068748
2017,35-39,women,4,201912,1830162,206284.166267249
2017,35-39,women,5,187315,1830162,191371.085444895
2017,35-39,women,6,183668,1830162,187645.113960404
2017,35-39,women,7,172365,1830162,176097.360823796
2017,35-39,women,8,168996,1830162,172655.409101489
2017,35-39,women,9,160975,1830162,164460.723804778
2017,35-39,women,10 least deprived,145647,1830162,148800.814039413
2017,40-44,women,1 most deprived,165407,1731378,168142.545928157
2017,40-44,women,2,177230,1731378,180161.077915972
2017,40-44,women,3,177432,1731378,180366.418646881
2017,40-44,women,4,176015,1731378,178925.983915702
2017,40-44,women,5,170977,1731378,173804.664102235
2017,40-44,women,6,173739,1731378,176612.342809023
2017,40-44,women,7,170901,1731378,173727.407193576
2017,40-44,women,8,173138,1731378,176001.403307654
2017,40-44,women,9,173722,1731378,176595.061658402
2017,40-44,women,10 least deprived,172817,1731378,175675.094522398
2017,45-49,women,1 most deprived,177062,1946289,179546.413238733
2017,45-49,women,2,187591,1946289,190223.14898661
2017,45-49,women,3,187717,1946289,190350.916932686
2017,45-49,women,4,189544,1946289,192203.552150785
2017,45-49,women,5,192172,1946289,194868.426454653
2017,45-49,women,6,197603,1946289,200375.630543049
2017,45-49,women,7,198212,1946289,200993.175615749
2017,45-49,women,8,201487,1946289,204314.128182403
2017,45-49,women,9,206073,1946289,208964.475807036
2017,45-49,women,10 least deprived,208828,1946289,211758.132088297
2017,50-54,women,1 most deprived,171512,1979285,172404.444538306
2017,50-54,women,2,182201,1979285,183149.063618428
2017,50-54,women,3,184708,1979285,185669.108527574
2017,50-54,women,4,189697,1979285,190684.068261013
2017,50-54,women,5,196628,1979285,197651.132985902
2017,50-54,women,6,204503,1979285,205567.109714872
2017,50-54,women,7,207321,1979285,208399.772879601
2017,50-54,women,8,209783,1979285,210874.58363601
2017,50-54,women,9,213707,1979285,214819.001754674
2017,50-54,women,10 least deprived,219225,1979285,220365.714083621
2017,55-59,women,1 most deprived,149364,1759567,149510.514605014
2017,55-59,women,2,156449,1759567,156602.464445514
2017,55-59,women,3,161282,1759567,161440.205247086
2017,55-59,women,4,169905,1759567,170071.663747388
2017,55-59,women,5,177836,1759567,178010.443448871
2017,55-59,women,6,184228,1759567,184408.713509631
2017,55-59,women,7,187780,1759567,187964.197748651
2017,55-59,women,8,188045,1759567,188229.457693285
2017,55-59,women,9,190882,1759567,191069.240572254
2017,55-59,women,10 least deprived,193796,1759567,193986.098982306
2017,60-64,women,1 most deprived,123540,1520026,122680.436387272
2017,60-64,women,2,128043,1520026,127152.105523195
2017,60-64,women,3,135346,1520026,134404.292887095
2017,60-64,women,4,146561,1520026,145541.26143237
2017,60-64,women,5,157026,1520026,155933.448309437
2017,60-64,women,6,163568,1520026,162429.930540662
2017,60-64,women,7,166735,1520026,165574.895264949
2017,60-64,women,8,165316,1520026,164165.768348699
2017,60-64,women,9,166986,1520026,165824.148863243
2017,60-64,women,10 least deprived,166905,1520026,165743.712443077
2017,65-69,women,1 most deprived,109233,1491535,108367.725034947
2017,65-69,women,2,114423,1491535,113516.613126745
2017,65-69,women,3,125480,1491535,124486.026543125
2017,65-69,women,4,140904,1491535,139787.84733848
2017,65-69,women,5,154126,1491535,152905.110989685
2017,65-69,women,6,163983,1491535,162684.03004958
2017,65-69,women,7,169578,1491535,168234.709986692
2017,65-69,women,8,169852,1491535,168506.539531422
2017,65-69,women,9,172154,1491535,170790.304538613
2017,65-69,women,10 least deprived,171802,1491535,170441.092860711
2017,70-74,women,1 most deprived,91314,1357544,90761.7615900479
2017,70-74,women,2,98284,1357544,97689.6092178228
2017,70-74,women,3,108802,1357544,108143.99965526
2017,70-74,women,4,124882,1357544,124126.752862522
2017,70-74,women,5,140622,1357544,139771.562283064
2017,70-74,women,6,151224,1357544,150309.444714867
2017,70-74,women,7,157234,1357544,156283.098121313
2017,70-74,women,8,159258,1357544,158294.857604615
2017,70-74,women,9,163010,1357544,162024.16668631
2017,70-74,women,10 least deprived,162914,1357544,161928.747264177
2017,75-79,women,1 most deprived,72680,976394,72300.8170881837
2017,75-79,women,2,75970,976394,75573.6526443219
2017,75-79,women,3,82148,976394,81719.4210533863
2017,75-79,women,4,91583,976394,91105.197184743
2017,75-79,women,5,100623,976394,100098.034092795
2017,75-79,women,6,106536,976394,105980.185048249
2017,75-79,women,7,110483,976394,109906.592932771
2017,75-79,women,8,111019,976394,110439.796537054
2017,75-79,women,9,112600,976394,112012.548213119
2017,75-79,women,10 least deprived,112752,976394,112163.755205378
2017,80-84,women,1 most deprived,57425,771140,56987.8003021501
2017,80-84,women,2,60535,771140,60074.1226171642
2017,80-84,women,3,66047,771140,65544.1575368934
2017,80-84,women,4,72059,771140,71510.3857548565
2017,80-84,women,5,79372,771140,78767.7089348238
2017,80-84,women,6,84012,771140,83372.3827424333
2017,80-84,women,7,86263,771140,85606.2449710818
2017,80-84,women,8,86731,771140,86070.6818982286
2017,80-84,women,9,88285,771140,87612.8506691392
2017,80-84,women,10 least deprived,90411,771140,89722.6645732292
2017,85-89,women,1 most deprived,37857,522492,37387.3486484004
2017,85-89,women,2,41570,522492,41054.2854244658
2017,85-89,women,3,45491,522492,44926.6417667639
2017,85-89,women,4,50067,522492,49445.872223881
2017,85-89,women,5,54293,522492,53619.4447570489
2017,85-89,women,6,57457,522492,56744.1923895485
2017,85-89,women,7,57853,522492,57135.2796406452
2017,85-89,women,8,58415,522492,57690.3075071006
2017,85-89,women,9,59473,522492,58735.1820314952
2017,85-89,women,10 least deprived,60016,522492,59271.4456106505
2017,90-94,women,1 most deprived,17296,247392,17643.3294528522
2017,90-94,women,2,19844,247392,20242.4970896391
2017,90-94,women,3,21913,247392,22353.0456926659
2017,90-94,women,4,24016,247392,24498.2770663562
2017,90-94,women,5,26134,247392,26658.8096623981
2017,90-94,women,6,27721,247392,28277.6789871944
2017,90-94,women,7,27593,247392,28147.108556461
2017,90-94,women,8,27659,247392,28214.4339348079
2017,90-94,women,9,27940,247392,28501.0768335274
2017,90-94,women,10 least deprived,27276,247392,27823.7427240978
2017,95-99,women,1 most deprived,6578,93585,5990.03216327403
2017,95-99,women,2,7442,93585,6776.80440241492
2017,95-99,women,3,8396,93585,7645.53208313298
2017,95-99,women,4,9162,93585,8343.0639525565
2017,95-99,women,5,9973,93585,9081.57354276861
2017,95-99,women,6,10618,93585,9668.9208740717
2017,95-99,women,7,10532,93585,9590.60789656462
2017,95-99,women,8,10567,93585,9622.47945717797
2017,95-99,women,9,10407,93585,9476.7808943741
2017,95-99,women,10 least deprived,9910,93585,9024.20473366458
2018,<1,men,1 most deprived,37683,327304,37267.8358162442
2018,<1,men,2,38801,327304,38373.5184965659
2018,<1,men,3,40307,327304,39862.926472026
2018,<1,men,4,38228,327304,37806.8313983331
2018,<1,men,5,34475,327304,34095.1792523159
2018,<1,men,6,32288,327304,31932.2740449246
2018,<1,men,7,29548,327304,29222.4613936891
2018,<1,men,8,28280,327304,27968.431305453
2018,<1,men,9,25971,327304,25684.8702062914
2018,<1,men,10 least deprived,21723,327304,21483.6716141569
2018,01-04,men,1 most deprived,159366,1388937,154520.893215459
2018,01-04,men,2,162529,1388937,157587.730465817
2018,01-04,men,3,169130,1388937,163988.044310145
2018,01-04,men,4,161037,1388937,156141.090827014
2018,01-04,men,5,146008,1388937,141569.008299153
2018,01-04,men,6,137370,1388937,133193.624116861
2018,01-04,men,7,125982,1388937,122151.846498437
2018,01-04,men,8,121237,1388937,117551.105824094
2018,01-04,men,9,111892,1388937,108490.216129313
2018,01-04,men,10 least deprived,94386,1388937,91516.4403137075
2018,05-09,men,1 most deprived,235245,1803928,229263.357215477
2018,05-09,men,2,218022,1803928,212478.291427374
2018,05-09,men,3,201728,1803928,196598.603687065
2018,05-09,men,4,185504,1803928,180787.136036472
2018,05-09,men,5,171701,1803928,167335.108917318
2018,05-09,men,6,168634,1803928,164346.094415076
2018,05-09,men,7,156967,1803928,152975.754604951
2018,05-09,men,8,158670,1803928,154635.451930454
2018,05-09,men,9,155031,1803928,151088.981837967
2018,05-09,men,10 least deprived,152426,1803928,148550.219927846
2018,10-14,men,1 most deprived,207168,1677765,205979.64237423
